filter,dist,n,target_fpr,neg_share,workload,threads,load_factor,fp_bits,ops,warmup_ops,rep,run,achieved_fpr,bpe,ops_per_s,p50,p95,p99,p50_ns,p95_ns,p99_ns,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,16150590.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,15465590.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,0,0,0.014732,28.6579,10278080.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.249484,1110.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,1,1,0.014732,28.6579,10382010.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.249484,1110.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,2,2,0.014732,28.6579,10607560.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.249484,1110.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.000977,28.6306,10051590.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.000977,28.6306,9539463.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.000977,28.6306,10136270.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,0,0,4.5e-05,28.6292,9886300.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000212,0.248097,99.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,1,1,4.5e-05,28.6292,10031990.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000212,0.248097,99.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,2,2,4.5e-05,28.6292,9925122.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000212,0.248097,99.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.001834,49.6563,7585259.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.001834,49.6563,7449890.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.001834,49.6563,7249053.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,0,0,0.035445,16.7772,23113040.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,1,1,0.035445,16.7772,24664600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,2,2,0.035445,16.7772,22500780.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,0,0,0.003436,33.5544,21712300.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,1,1,0.003436,33.5544,18771090.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,2,2,0.003436,33.5544,16190010.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,0,0,0.000222,33.5544,21341500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,1,1,0.000222,33.5544,16390480.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,2,2,0.000222,33.5544,20184630.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,21628360.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,22423050.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,19438340.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,0,0,0.014732,28.6598,5690225.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.264746,1352.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,1,1,0.014732,28.66,5442786.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.265438,1329.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,8,1500000,150000,2,2,0.014732,28.66,5262544.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.265259,1363.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,0,0,0.000977,28.632,4917698.0,0ns,0ns,0ns,0.0,0.0,0.0,2.9e-05,0.261511,1123.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,1,1,0.000977,28.6322,5379345.0,0ns,0ns,0ns,0.0,0.0,0.0,3e-05,0.261404,1105.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,2,2,0.000977,28.6325,5492748.0,0ns,0ns,0ns,0.0,0.0,0.0,2.9e-05,0.26054,1111.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,0,0,4.5e-05,28.6309,5419488.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000223,0.254883,115.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,1,1,4.5e-05,28.6307,5363208.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000223,0.254912,115.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,2,0.8,16,1500000,150000,2,2,4.5e-05,28.6309,5576110.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000223,0.254534,112.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,0,0,0.001834,49.6531,1885739.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249486,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,1,1,0.001834,49.6531,1878704.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249493,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,2,0.8,12,1500000,150000,2,2,0.001834,49.6529,1854771.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249495,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,0,0,0.035445,16.7772,52745610.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,1,1,0.035445,16.7772,50005040.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,2,2,0.035445,16.7772,50940650.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,0,0,0.003436,33.5544,41620580.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,1,1,0.003436,33.5544,47559290.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,2,2,0.003436,33.5544,43614590.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,0,0,0.000222,33.5544,46206960.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,1,1,0.000222,33.5544,46470160.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,2,2,0.000222,33.5544,41304500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,40568280.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,41080430.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,42939890.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,0,0,0.014732,28.661,2254873.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.28778,1558.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,1,1,0.014732,28.6611,2296083.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.287291,1495.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,8,1500000,150000,2,2,0.014732,28.6606,2177879.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.287517,1407.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,0,0,0.000977,28.6326,2224225.0,0ns,0ns,0ns,0.0,0.0,0.0,2.4e-05,0.276709,1194.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,1,1,0.000977,28.6329,2272247.0,0ns,0ns,0ns,0.0,0.0,0.0,2.1e-05,0.277292,1140.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,2,2,0.000977,28.6325,2335397.0,0ns,0ns,0ns,0.0,0.0,0.0,3.1e-05,0.278677,1120.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,0,0,4.5e-05,28.6332,2174620.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000286,0.292989,104.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,1,1,4.5e-05,28.6313,2244914.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000276,0.288129,106.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,4,0.8,16,1500000,150000,2,2,4.5e-05,28.6334,2156696.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000276,0.29121,103.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,0,0,0.001834,49.6617,1598780.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24908,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,1,1,0.001834,49.6615,1619599.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249102,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,4,0.8,12,1500000,150000,2,2,0.001834,49.6596,1634938.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249022,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,0,0,0.035445,16.7772,94131210.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,1,1,0.035445,16.7772,88929270.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,2,2,0.035445,16.7772,89880490.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,0,0,0.003436,33.5544,79179920.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,1,1,0.003436,33.5544,84674770.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,2,2,0.003436,33.5544,82936430.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,0,0,0.000222,33.5544,78621920.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,1,1,0.000222,33.5544,86408810.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,2,2,0.000222,33.5544,78452700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,86531430.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,100808400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,82776160.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,0,0,0.014732,28.6839,2015157.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.287133,1331.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,1,1,0.014732,28.6852,1927009.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.28875,1440.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,8,1500000,150000,2,2,0.014732,28.6845,1891637.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.290515,1490.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,0,0,0.000977,28.6592,1919367.0,0ns,0ns,0ns,0.0,0.0,0.0,5.2e-05,0.287772,1206.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,1,1,0.000977,28.6556,1847684.0,0ns,0ns,0ns,0.0,0.0,0.0,7.3e-05,0.287901,1233.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,2,2,0.000977,28.6575,1855910.0,0ns,0ns,0ns,0.0,0.0,0.0,4.4e-05,0.283237,1217.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,0,0,4.5e-05,28.6549,1868132.0,0ns,0ns,0ns,0.0,0.0,0.0,0.00029,0.290261,136.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,1,1,4.5e-05,28.657,1611406.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000301,0.293455,135.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,8,0.8,16,1500000,150000,2,2,4.5e-05,28.6568,1804149.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000298,0.291554,118.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,0,0,0.001834,49.6529,1511187.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.248068,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,1,1,0.001834,49.6542,1465192.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.248354,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,8,0.8,12,1500000,150000,2,2,0.001834,49.6519,1491370.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.248062,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,0,0,0.035445,16.7772,105720300.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,1,1,0.035445,16.7772,105665400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,2,2,0.035445,16.7772,104157800.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,0,0,0.003436,33.5544,123907100.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,1,1,0.003436,33.5544,114820400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,2,2,0.003436,33.5544,104891600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,0,0,0.000222,33.5544,134748600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,1,1,0.000222,33.5544,135846100.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,2,2,0.000222,33.5544,135686800.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,137187500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,136034200.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,137668700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,0,0,0.014732,28.6672,1888350.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.279459,1493.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,1,1,0.014732,28.6671,1805360.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.275866,1380.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,8,1500000,150000,2,2,0.014732,28.6678,1797474.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.280917,1434.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,0,0,0.000977,28.6436,1789045.0,0ns,0ns,0ns,0.0,0.0,0.0,4.8e-05,0.277235,1244.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,1,1,0.000977,28.6401,1795857.0,0ns,0ns,0ns,0.0,0.0,0.0,4.8e-05,0.277562,1356.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,2,2,0.000977,28.6401,1767404.0,0ns,0ns,0ns,0.0,0.0,0.0,3.9e-05,0.278151,1235.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,0,0,4.5e-05,28.6398,1718829.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000267,0.274978,101.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,1,1,4.5e-05,28.6393,1731836.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000274,0.279867,108.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,12,0.8,16,1500000,150000,2,2,4.5e-05,28.638,1731049.0,0ns,0ns,0ns,0.0,0.0,0.0,0.000269,0.275906,100.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,0,0,0.001834,49.6514,1437605.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24854,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,1,1,0.001834,49.6538,1439721.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.248761,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,12,0.8,12,1500000,150000,2,2,0.001834,49.655,1453018.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.248772,2.407121,12.0
bloom,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.035322,16.7772,15396450.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.035322,16.7772,15618790.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.035322,16.7772,16277190.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,0,0,0.003361,33.5544,16524780.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,1,1,0.003361,33.5544,14591460.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,2,2,0.003361,33.5544,15525310.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.00019,33.5544,15050020.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.00019,33.5544,17040470.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.00019,33.5544,16216650.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,15136190.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,16192660.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,15697380.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,0,0,0.014904,31.2161,10038780.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009245,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,1,1,0.014904,31.2161,10367920.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009245,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,2,2,0.014904,31.2161,9707340.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009245,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.00091,31.2161,10685130.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009086,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.00091,31.2161,10549960.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009086,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.00091,31.2161,9767864.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009086,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,0,0,5.5e-05,31.2161,9372580.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009586,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,1,1,5.5e-05,31.2161,9855370.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009586,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,2,2,5.5e-05,31.2161,10509450.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009586,0.0,,,
quotient,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.001903,49.7997,9113319.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251204,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.001903,49.7997,8941250.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251204,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.001903,49.7997,8896906.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251204,2.401797,12.0
bloom,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.035322,16.7772,25239580.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.035322,16.7772,23548090.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.035322,16.7772,24558960.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,0,0,0.003361,33.5544,20167340.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,1,1,0.003361,33.5544,20913400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,2,2,0.003361,33.5544,21238790.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.00019,33.5544,22355480.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.00019,33.5544,21506830.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.00019,33.5544,22077700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,22420870.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
